LIPID,Mock_0hr_M_1_001,Mock_0hr_M_2_087,Mock_0hr_M_3_045,Mock_0hr_M_4_101,Mock_0hr_M_5_109,Mock_3hr_M_1_035,Mock_3hr_M_2_003,Mock_3hr_M_3_074,Mock_3hr_M_4_013,Mock_3hr_M_5_100,Mock_7hr_M_1_018,Mock_7hr_M_2_038,Mock_7hr_M_3_086,Mock_7hr_M_4_119,Mock_7hr_M_5_076,Mock_12hr_M_1_110,Mock_12hr_M_2_002,Mock_12hr_M_3_075,Mock_12hr_M_4_054,Mock_12hr_M_5_090,Mock_18hr_M_1_082,Mock_18hr_M_2_037,Mock_18hr_M_3_043,Mock_18hr_M_4_115,Mock_18hr_M_5_007,Mock_24hr_M_1_069,Mock_24hr_M_2_081,Mock_24hr_M_3_060,Mock_24hr_M_4_004,Mock_24hr_M_5_111,FM_0hr_M_1_099,FM_0hr_M_2_073,FM_0hr_M_3_011,FM_0hr_M_4_027,FM_0hr_M_5_051,FM_3hr_M_1_107,FM_3hr_M_2_044,FM_3hr_M_3_080,FM_3hr_M_4_012,FM_3hr_M_5_049,FM_7hr_M_1_046,FM_7hr_M_2_070,FM_7hr_M_3_010,FM_7hr_M_4_088,FM_7hr_M_5_097,FM_12hr_M_1_031,FM_12hr_M_2_094,FM_12hr_M_3_068,FM_12hr_M_4_117,FM_12hr_M_5_028,FM_18hr_M_1_103,FM_18hr_M_2_093,FM_18hr_M_3_056,FM_18hr_M_4_019,FM_18hr_M_5_084,FM_24hr_M_1_114,FM_24hr_M_2_030,FM_24hr_M_3_091,FM_24hr_M_4_067,FM_24hr_M_5_041,AH1_0hr_M_1_089,AH1_0hr_M_2_039,AH1_0hr_M_3_098,AH1_0hr_M_4_006,AH1_0hr_M_5_014,AH1_3hr_M_1_022,AH1_3hr_M_2_059,AH1_3hr_M_3_083,AH1_3hr_M_5_116,AH1_7hr_M_1_020,AH1_7hr_M_2_061,AH1_7hr_M_3_120,AH1_7hr_M_4_047,AH1_7hr_M_5_050,AH1_12hr_M_1_029,AH1_12hr_M_2_036,AH1_12hr_M_3_085,AH1_12hr_M_4_108,AH1_12hr_M_5_066,AH1_18hr_M_1_025,AH1_18hr_M_2_077,AH1_18hr_M_3_113,AH1_18hr_M_4_040,AH1_18hr_M_5_064,AH1_24hr_M_1_017,AH1_24hr_M_2_092,AH1_24hr_M_3_063,AH1_24hr_M_4_112,AH1_24hr_M_5_057,691_0hr_M_1_062,691_0hr_M_2_015,691_0hr_M_3_095,691_0hr_M_4_032,691_0hr_M_5_058,691_3hr_M_1_023,691_3hr_M_2_021,691_3hr_M_3_118,691_3hr_M_4_034,691_3hr_M_5_065,691_7hr_M_1_016,691_7hr_M_2_055,691_7hr_M_3_078,691_7hr_M_4_026,691_7hr_M_5_102,691_12hr_M_1_052,691_12hr_M_2_008,691_12hr_M_3_005,691_12hr_M_4_072,691_12hr_M_5_105,691_18hr_M_1_042,691_18hr_M_2_096,691_18hr_M_3_053,691_18hr_M_4_009,691_18hr_M_5_079,691_24hr_M_1_104,691_24hr_M_2_071,691_24hr_M_3_033,691_24hr_M_4_024,691_24hr_M_5_048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(14:0/16:1/18:2)_CoE,17.51587482,17.4788035,17.03931153,17.10516723,17.30166757,17.79475815,18.04295007,17.86545921,17.70305526,17.90016583,18.68971864,18.77867002,18.90922743,18.73213784,18.83989815,19.6129182,19.49288507,19.37976693,19.32880299,19.19561985,19.3244694,19.33125159,19.30666856,19.40459266,18.8423995,19.03494182,19.13446515,19.41026616,19.06207326,19.12861106,17.34715286,17.20015321,17.11577385,17.48998334,17.19443905,17.91471141,17.97852686,18.05064265,17.9980985,18.27182445,18.91327327,18.77495379,18.70032952,19.03490744,18.87401905,19.47869459,18.84812306,18.68971864,19.06967803,19.08985519,19.26846466,19.41201447,19.22766519,19.22347955,19.12335603,18.53412162,18.82351362,18.74522163,18.86220144,18.81464324,17.63764924,17.06831556,17.15194041,17.40190586,17.39091325,18.00265462,18.28050042,17.8382373,17.8925114,19.17328465,19.23472968,19.46291813,19.09069862,18.71768437,19.12870593,19.36628504,19.70904953,19.39172066,19.21077327,18.97085879,18.68971864,18.78837729,19.1040212,18.97854393,18.82413827,18.68971864,18.99241677,18.99293396,18.63200218,17.75340908,17.13097136,17.41531535,17.24623723,17.26120005,17.93025614,17.69437218,17.71168766,17.90314919,18.23274039,18.93308312,18.842072,19.11329736,19.15755103,19.07332792,19.49598113,19.20627376,19.21957587,19.14578642,19.60535893,19.37751868,19.41492483,19.17574275,19.72350199,19.65054986,18.93518854,18.92398968,18.8249071,18.83666974,19.2604903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(14:0/17:1/18:1)_CoE,18.27647902,18.62600111,18.30923053,18.19233003,18.50234308,18.43755475,18.79026602,18.30527758,18.16650987,18.50482252,18.87874498,18.68971864,18.98141025,18.79287998,18.79281049,19.11960717,19.15917458,19.15675281,19.03092223,18.79932978,18.84936018,19.00294097,18.74964484,19.01574153,18.68971864,19.14648274,19.21806798,19.23466716,18.96268468,18.94748297,18.68475792,18.3801788,18.33623827,18.72601168,18.46484287,18.29332393,18.69624664,18.6782232,18.68971864,18.68971864,18.68971864,18.64060911,18.61925241,18.71935811,18.7859802,19.00277909,18.78100804,18.75432986,19.02664652,19.07219739,18.89899415,19.00051043,18.94581147,18.60436219,18.84878131,19.1220527,18.79934899,18.85506256,19.2566657,18.80676199,18.94824006,18.34288536,18.46668657,18.61670865,18.56218461,18.61985441,18.85279446,18.73085519,18.58358805,19.10414179,18.69149325,18.87716389,18.87968886,18.68971864,18.90923032,19.13575189,19.12864871,19.30234754,19.11885109,18.95475806,18.88895462,18.63334745,18.79546015,18.93414563,18.79946464,18.80458161,19.46885648,19.094485,18.68971864,18.76163699,18.42041252,18.68971864,18.31565771,18.67687795,18.52538048,18.42003329,18.36795569,18.60312432,18.68971864,18.87526655,18.98625663,18.72333585,19.0985928,19.03810352,19.17591756,19.07314496,19.17817065,18.88556777,19.29431469,19.17806272,19.21026291,19.1420917,19.24400479,19.07260973,19.51218627,19.00246519,18.93401166,18.72349737,19.27836577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(14:0/18:1/18:1)_CoE,22.72349855,23.34782055,23.10137243,22.96967676,23.14309861,22.90137019,23.2859426,22.92934684,22.84770845,23.25323906,23.39759703,23.37531363,23.56021828,23.39733096,23.60916655,23.65245058,23.78707693,23.63259429,23.67343778,23.32911594,23.42993569,23.57265599,23.52262855,23.73687144,23.39149922,23.43707985,23.26047394,23.23085583,23.34833351,23.08246291,23.36864952,22.85322655,23.00687295,23.5161002,22.91772085,22.72084818,23.09817108,23.422064,23.46915286,23.33491838,23.53668877,23.29830173,23.32250485,23.40219825,23.45962243,23.49652178,23.42373048,23.15629137,23.66541146,23.73390118,23.5268488,23.67713337,23.73791414,23.14902072,23.35577332,23.36410944,23.35315185,22.84805516,23.37915798,23.17902814,23.71264303,23.05676181,23.24658063,23.07577828,23.20127296,23.26908052,23.44340206,23.00863779,23.1812564,23.7448672,23.30959353,23.45779754,23.37821466,23.57407157,23.79611617,23.89815723,23.69725701,24.03536423,23.54891344,23.76716714,23.31580097,23.25713388,23.33756093,23.80986134,23.10886328,23.00171995,23.33387286,23.38016875,22.8017048,23.48993489,22.81432852,23.42707264,22.77911451,23.46993111,23.0652435,23.19588518,23.17346031,23.16646019,23.22105896,23.53935922,23.55732683,23.11006664,23.77490994,23.46768522,23.69306545,23.76367445,23.81959651,23.43475797,23.70371458,23.95947593,23.87320914,23.66756793,23.83668051,23.49529919,23.52299088,23.12810496,23.52615559,23.19898265,23.70664886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(14:0/18:1/18:2)_CoE,20.1621593,20.45857493,20.14004643,19.9245877,20.30544399,20.49037156,20.88077582,20.53037081,20.51696836,20.70617254,21.37804531,21.13020498,21.43234773,21.44985294,21.45230995,21.93879939,21.7663928,21.73502649,21.59987873,21.52562181,21.61515103,21.76825545,21.56124508,21.72125582,21.38921098,21.36632884,21.39687793,21.55606945,21.32614412,21.31770914,20.38860952,19.93259908,20.07651845,20.60234481,20.12766564,20.51087093,20.91513894,20.9287833,20.82016802,20.98505159,21.40731994,21.18987829,21.117042,21.42339947,21.24368677,21.53986838,21.2538579,21.2345675,21.46258219,21.59400574,21.39809786,21.53770415,21.67224088,21.31386723,21.41388368,21.15687334,21.09224611,21.00372082,21.24509884,21.15089821,20.95022553,20.12142778,20.06823266,20.45280367,20.29683561,20.82205912,21.23039902,20.70688207,20.89011164,21.7080234,21.3098162,21.67289909,21.45369028,21.23409487,21.56364934,21.70011117,21.91833598,21.86835941,21.65835322,21.54653296,21.2608781,21.30779225,21.31914617,21.54221328,21.2340716,21.01812994,21.41756181,21.31918759,20.79141907,20.52952188,20.15754561,20.23790946,20.08183585,20.36261438,20.7064847,20.67223755,20.56340629,20.77819989,20.78065854,21.38326921,21.4408967,21.38221297,21.66448031,21.45759258,21.84839964,21.79419073,21.62410598,21.45232178,21.8582158,21.77375006,21.81482301,21.7682603,21.81069551,21.75062939,21.31844934,21.15994714,21.18839169,21.18088209,21.62486925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(14:0/18:1/22:6),16.42700419,16.34985601,16.13216742,16.11203679,16.22934779,16.28588239,16.38349403,16.40207994,16.06816445,16.2455802,16.08922718,16.11149112,16.77388306,16.46338504,16.31106059,16.64964665,16.75794539,16.68921211,16.72359227,16.3234969,16.28634198,16.7001885,16.54312376,16.59518107,16.08835821,15.97629145,16.31118253,16.49173201,16.42061641,16.32105704,16.43952374,16.22300688,16.19654749,16.41285074,16.05743361,16.2242275,16.31849882,16.36405876,16.12247349,16.41661789,16.40205514,16.37026752,16.19139377,16.24715007,16.21207403,16.68613141,16.15291278,15.92902829,16.27578171,16.45447941,16.60285078,16.91205675,16.70224093,16.56790361,16.48128358,16.37230329,16.51703927,16.25950532,16.56576586,16.35776183,16.96240587,16.17164291,16.27804873,16.51391165,15.98580056,16.44402704,16.65765903,16.35194939,16.17767098,16.58871783,16.6090055,16.93775943,16.43842748,16.25656739,16.4379764,16.63356993,17.03925759,16.76307431,16.56265644,16.42560033,16.1784788,16.5159471,16.51829993,16.46189285,16.64707088,16.41263236,16.59189779,16.45580987,16.3104875,16.77148041,16.11913404,16.43062161,16.15067472,16.45545639,16.36713231,16.00021792,15.80168444,15.95277692,16.17131039,16.39843643,16.25828543,16.65487917,16.52950859,16.62885562,16.78430638,16.56565022,16.60117737,16.22426004,16.8756088,16.81002955,16.68736118,16.76743814,17.04359176,16.79616091,16.50770295,16.47917486,16.04542558,16.3270377,16.75237706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(14:1/16:0/16:1)_CoE,18.93926874,19.03023187,18.75348561,18.76636701,19.03854495,19.1161644,19.43876705,19.34529921,19.30740026,19.3860189,20.30577351,20.17493752,20.21303017,20.32108478,20.20946134,20.96400185,20.75021178,20.87958806,20.62798059,20.62032604,20.74520092,20.97346694,20.64307543,20.79706441,20.56821272,20.5184501,20.62081152,20.7162348,20.50659588,20.5727125,18.93505743,18.68971864,18.60265478,18.98509057,18.6973056,19.47094943,19.31634176,19.58999198,19.62627616,19.53154439,20.25542964,20.19002897,20.28052418,20.39176757,20.27786165,20.85143144,20.4831847,20.16953522,20.36184002,20.57536538,20.66954239,20.80930865,20.74476027,20.71820084,20.57033268,20.03372539,20.4683906,20.22788607,20.38325913,20.40242947,19.53204934,18.71846131,18.80578499,19.0352849,19.05197272,19.407639,19.73906109,19.30249571,19.62230622,20.57203158,20.44591918,20.64117146,20.53918155,20.12477596,20.56218721,20.68437821,21.03298763,20.961473,20.53324436,20.54571726,20.37998427,20.58075387,20.53295572,20.46533744,20.37765474,20.25783893,20.48639792,20.47068584,20.02147975,19.28670677,18.75624546,19.08825561,18.68971864,19.15186214,19.58629268,19.25036164,19.03121863,19.40241597,19.72221305,20.35804487,20.36894292,20.58594738,20.58509188,20.50803899,20.76972182,20.65458962,20.76922103,20.6448559,20.99986999,20.85743655,20.66276103,20.93026859,21.23163762,21.12843858,20.59141067,20.37261026,20.21591608,20.22332663,20.66759827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(14:1/16:0/18:1)_CoE,20.9479068,21.24362486,20.93464608,20.7659142,21.09290195,21.00326786,21.55480812,21.1723021,21.05702912,21.3152888,21.78550952,21.6927352,21.87577579,21.94021665,21.91837069,22.22572929,22.26153027,22.11956552,22.16321123,21.89899683,22.08630766,22.25801004,22.07207356,22.1718584,22.00771242,22.15095955,21.94855301,22.21986821,22.11038009,21.97098456,21.31159524,20.82374149,21.04773439,21.51986076,21.10934578,21.1114675,21.39873381,21.51456337,21.46251607,21.52057603,21.93377485,21.59217151,21.60511348,21.83937009,21.74528397,22.10410523,21.86431785,21.64250521,21.99013887,21.95738134,22.06551117,22.18502664,22.19455052,21.79086629,22.00659616,21.74959424,21.74468018,21.59954365,21.92561585,21.67485647,21.7507671,21.05836801,20.88954325,21.16919818,21.27167984,21.33694094,21.59533528,21.18447434,21.33077265,22.06337029,21.84062993,22.06442895,21.9008392,21.70739184,22.12850264,22.28055429,22.30135606,22.39458847,22.00128808,22.02879058,21.79139919,21.89671088,21.95380827,22.06849362,21.82101444,21.59750602,22.00869536,21.89663892,21.54237584,21.43178818,20.93233221,21.29186524,21.0370112,21.32092032,21.29048577,21.17971938,21.13368029,21.32649557,21.58987995,21.99087291,21.80207011,21.79264654,22.1142723,21.79879022,22.17407051,22.20319105,22.00532532,21.84225542,22.34072249,22.40620601,22.24884899,22.32039644,22.45485553,22.26591345,22.01846007,21.80704157,21.98622128,21.78363949,22.28365418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(14:1/16:1/18:1)_CoE,17.51587482,17.4788035,17.03931153,17.10516723,17.30166757,17.79475815,18.04295007,17.86545921,17.70305526,17.90016583,18.68971864,18.77867002,18.90922743,18.73213784,18.83989815,19.6129182,19.49288507,19.37976693,19.32880299,19.19561985,19.3244694,19.33125159,19.30666856,19.40459266,18.8423995,19.03494182,19.13446515,19.41026616,19.06207326,19.12861106,17.34715286,17.20015321,17.11577385,17.48998334,17.19443905,17.91471141,17.97852686,18.05064265,17.9980985,18.27182445,18.91327327,18.77495379,18.70032952,19.03490744,18.87401905,19.47869459,18.84812306,18.68971864,19.06967803,19.08985519,19.26846466,19.41201447,19.22766519,19.22347955,19.12335603,18.53412162,18.82351362,18.74522163,18.86220144,18.81464324,17.63764924,17.06831556,17.15194041,17.40190586,17.39091325,18.00265462,18.28050042,17.8382373,17.8925114,19.17328465,19.23472968,19.46291813,19.09069862,18.71768437,19.12870593,19.36628504,19.70904953,19.39172066,19.21077327,18.97085879,18.68971864,18.78837729,19.1040212,18.97854393,18.82413827,18.68971864,18.99241677,18.99293396,18.63200218,17.75340908,17.13097136,17.41531535,17.24623723,17.26120005,17.93025614,17.69437218,17.71168766,17.90314919,18.23274039,18.93308312,18.842072,19.11329736,19.15755103,19.07332792,19.49598113,19.20627376,19.21957587,19.14578642,19.60535893,19.37751868,19.41492483,19.17574275,19.72350199,19.65054986,18.93518854,18.92398968,18.8249071,18.83666974,19.2604903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(15:0/16:0/16:0),16.81706969,17.20655774,17.14217846,17.63089956,17.7966805,16.93759858,17.47484179,16.66711732,16.90255529,17.46504835,17.29479568,17.07560416,17.77895039,17.61766277,17.22102824,16.67561256,17.03769998,17.6064405,17.09415689,16.25761321,16.91887442,17.51450431,17.11138376,16.86096563,17.22062043,17.4598162,18.12588604,17.21550395,17.34354728,16.72225814,17.88870108,17.49621018,17.43588017,18.36761051,16.57299873,16.06727296,16.81250455,17.27826725,17.26198783,16.87392759,17.49063975,16.84155687,17.35452992,17.06533235,16.82731303,16.61830133,17.56857934,17.30980209,18.03580888,17.42316074,16.85494084,16.86628886,17.00389154,16.27474206,17.54434152,17.70516614,16.83154568,16.69771424,18.22602094,17.81346357,18.25068877,17.82138791,17.38448922,16.97442281,17.57046204,17.06894073,17.44325286,17.36987267,17.0425081,17.7529889,16.37441934,16.70364528,17.01158215,17.70238144,17.92357882,18.10424906,16.58470353,17.40053945,16.95448395,17.71766786,18.5630393,17.00291256,16.60706624,17.56171386,16.44085265,16.36777883,18.04234974,16.98048133,16.18137947,17.51073006,17.10764424,17.87268191,17.21150666,17.5768481,16.80946382,17.54968957,17.70112628,17.23063686,16.83424653,17.20133251,18.10066957,16.14141478,17.24620848,16.76064669,17.19179345,17.2586943,17.95034574,17.36165909,17.74380574,16.98092069,17.36221894,17.13381366,16.88838797,16.44367547,17.49218369,17.19055392,17.51817958,16.71556251,17.74543001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(15:0/16:0/16:1)_CoE,18.08508344,18.29233799,18.0381138,17.92271871,18.03886577,17.90907463,18.13624436,17.92107192,17.88082668,18.04587855,18.43648213,18.05453332,18.34494159,18.23304345,18.3597629,18.36404525,18.43318269,18.55945944,18.3114105,18.25163152,18.2209522,18.24482858,18.21971762,18.4737471,18.16501465,19.17733836,19.21396575,19.06733363,18.78399531,18.70956822,18.31316001,18.22197688,18.02748319,18.62455686,17.8566945,18.08818136,18.02639324,18.21699865,18.20447397,18.24295271,18.14509396,18.18969922,18.18575096,18.37894121,18.14221835,18.46547512,18.35869154,18.29824637,18.54733768,18.68971864,18.40207156,18.5178886,18.58875287,18.17301548,18.45148748,19.11437984,18.76482813,18.86069805,19.45554382,18.68971864,18.60760513,17.91597544,18.07166894,18.19109102,18.41492174,18.03039709,18.47074128,18.54518097,18.08662455,18.52400565,18.26625051,18.32737682,18.26911755,18.31058825,18.68971864,18.68971864,18.44164017,18.55359254,18.38125137,18.6626948,18.69175701,18.56460003,18.23940915,18.69077407,18.68971864,18.9051994,19.86079168,19.30558817,18.55936912,18.52829661,17.94775033,18.23821181,18.0259644,18.40180613,18.09497376,18.00106101,18.10290809,18.05952026,18.1297737,18.17553606,18.47426167,18.1535765,18.68420537,18.25160183,18.54422087,18.68971864,18.36321293,18.55915556,18.64116852,18.7468983,18.74763748,18.55110764,18.86072856,18.54991046,19.67106758,19.01584498,19.07876743,18.47390548,18.82713147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(15:0/16:0/18:1),18.66345911,19.43986444,19.12083471,19.05312842,19.19816269,18.76637263,19.38308538,18.95531187,19.00220429,19.23743688,19.23051471,19.05213714,19.5422159,19.31784091,19.40327468,19.24728614,19.39210294,19.71313383,19.35859764,18.97769423,19.14518266,19.29474323,19.25212856,19.43498235,19.20438127,19.39536675,19.4264491,19.16114861,19.22107813,18.88982896,19.42347461,19.06553931,19.12180769,19.66847913,18.92927712,18.69748047,19.12457298,19.55054521,19.33560786,19.33702727,19.303553,19.2943522,19.13297202,19.18692307,19.23144971,19.309168,19.36983429,19.13027664,19.63178509,19.45201946,19.29366351,19.3338446,19.43654107,18.7404815,19.44124855,19.75631327,19.41629563,19.11764837,20.01086271,19.551113,19.4596687,19.0221212,19.1906325,19.20931506,19.33434874,19.19811116,19.49933665,19.37571325,19.29933782,19.54735104,18.92356385,19.32242313,19.04974666,19.51823691,19.38763164,19.76638555,19.43718658,19.7072835,19.32260164,19.62981982,19.60512345,19.07170911,19.08607855,19.63194188,19.25741146,19.19298996,20.2432066,19.58008345,19.03167775,19.30011723,18.79163813,19.3735673,18.81914288,19.52849436,19.10403967,19.23793247,19.1460458,19.33118711,19.24745186,19.27422205,19.5183829,18.8292855,19.46874106,19.16927237,19.4598306,19.56143001,19.78867444,19.32466542,19.77233069,19.69611314,19.72039051,19.63949207,19.64220241,19.39078645,19.97806468,19.54319217,19.66731956,19.32841656,20.04888026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(15:0/16:1/18:1)_CoE,18.27647902,18.62600111,18.30923053,18.19233003,18.50234308,18.43755475,18.79026602,18.30527758,18.16650987,18.50482252,18.87874498,18.68971864,18.98141025,18.79287998,18.79281049,19.11960717,19.15917458,19.15675281,19.03092223,18.79932978,18.84936018,19.00294097,18.74964484,19.01574153,18.68971864,19.14648274,19.21806798,19.23466716,18.96268468,18.94748297,18.68475792,18.3801788,18.33623827,18.72601168,18.46484287,18.29332393,18.69624664,18.6782232,18.68971864,18.68971864,18.68971864,18.64060911,18.61925241,18.71935811,18.7859802,19.00277909,18.78100804,18.75432986,19.02664652,19.07219739,18.89899415,19.00051043,18.94581147,18.60436219,18.84878131,19.1220527,18.79934899,18.85506256,19.2566657,18.80676199,18.94824006,18.34288536,18.46668657,18.61670865,18.56218461,18.61985441,18.85279446,18.73085519,18.58358805,19.10414179,18.69149325,18.87716389,18.87968886,18.68971864,18.90923032,19.13575189,19.12864871,19.30234754,19.11885109,18.95475806,18.88895462,18.63334745,18.79546015,18.93414563,18.79946464,18.80458161,19.46885648,19.094485,18.68971864,18.76163699,18.42041252,18.68971864,18.31565771,18.67687795,18.52538048,18.42003329,18.36795569,18.60312432,18.68971864,18.87526655,18.98625663,18.72333585,19.0985928,19.03810352,19.17591756,19.07314496,19.17817065,18.88556777,19.29431469,19.17806272,19.21026291,19.1420917,19.24400479,19.07260973,19.51218627,19.00246519,18.93401166,18.72349737,19.27836577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(15:0/18:1/18:1),19.56789892,20.3630241,19.99918145,19.6445398,20.07521633,19.89223841,20.37640268,19.81499586,19.88571028,20.12038113,20.14328209,20.18770391,20.54102853,20.52532972,20.3874269,20.37142745,20.62975456,20.70406073,20.55035916,20.07532026,20.06400185,20.3865955,20.15454318,20.47216771,20.18756552,20.12270761,20.2826269,20.02929927,20.06012273,19.7886473,20.31728706,19.74862648,19.63228465,20.40249567,20.06731563,19.59709614,20.12394929,20.41378156,20.35287402,20.1732954,20.36874282,20.19123063,20.36743416,20.29192421,20.34277231,20.59972856,20.24950807,20.17344308,20.46461563,20.5537618,20.10006608,20.44924606,20.42816509,19.81637922,20.4240803,20.23696183,20.11588653,19.93229376,20.46772316,20.19636729,20.54862201,19.86155964,20.10156407,20.04755249,20.21759138,20.17861643,20.52353818,19.9954887,20.12793198,20.59333507,20.14631845,20.39309005,20.15493991,20.50745169,20.52188386,20.8359946,20.50792946,20.93222239,20.69963164,20.41099623,20.34677426,20.0135849,20.23560759,20.56557576,19.97444838,19.80921661,20.53575615,20.16170226,19.47884116,20.27147622,20.00524921,20.38624574,19.51419752,20.44220566,19.93092879,20.18523163,20.1135326,20.22911398,20.19249817,20.36016594,20.47921687,20.04180128,20.52584716,20.55084365,20.52801579,20.59051146,20.68860489,20.30022616,20.87265257,20.62831944,20.75312201,20.68730615,20.84012021,20.36093351,20.43601504,20.21609716,20.28555683,20.20674261,20.779795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(15:1/16:1/18:1),15.9616417,16.04340199,15.72080815,15.74161138,15.92029471,15.87506373,16.25290854,15.94651838,15.70814437,16.01466186,16.32192701,16.22249349,16.42126071,16.34218818,16.19886825,16.59351418,16.72090403,16.54450844,16.52457146,16.53234361,16.4863662,16.474456,16.41048987,16.44610374,16.16415848,16.80443099,16.70220365,16.71146143,16.37029273,16.47266392,15.76635305,16.01417296,15.65946387,16.10418054,15.62307028,16.01237036,15.87197382,16.17274146,16.11774726,16.03755349,16.41288812,16.31287103,16.34408105,16.43690081,16.14250536,16.54149356,16.2845482,16.12164929,16.49514751,16.41905366,16.37186137,16.63168706,16.43687842,16.24676656,16.16834897,16.46854239,16.21104553,16.42189019,16.75529998,16.04159953,16.30484195,15.79714371,15.64768172,16.03923147,15.90893236,15.97126387,16.259319,16.41198423,16.15247153,16.58538888,16.42835059,16.66908292,16.26536311,16.13408593,16.47832806,16.664682,16.84188668,16.64036357,16.48473347,16.35372093,16.34838457,16.18080321,16.13894967,16.20950749,16.27791534,16.39703604,16.90159251,16.92455941,16.08658669,16.25630697,15.71357476,15.75790733,15.91261412,16.12150146,16.03719654,15.79444558,15.64739594,15.86211744,16.03100521,16.57587854,16.35391493,16.43365704,16.57496861,16.54732319,16.60872751,16.54234006,16.6522641,16.39086238,16.78836429,16.60272992,16.4717467,16.49824908,16.78834391,16.5910934,17.05605024,16.44889389,16.33607665,16.23779355,16.63465283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
