LIPIDS,Mock_0hr_M_1_001,Mock_0hr_M_2_087,Mock_0hr_M_3_045,Mock_0hr_M_4_101,Mock_0hr_M_5_109,Mock_3hr_M_1_035,Mock_3hr_M_2_003,Mock_3hr_M_3_074,Mock_3hr_M_4_013,Mock_3hr_M_5_100,Mock_7hr_M_1_018,Mock_7hr_M_2_038,Mock_7hr_M_3_086,Mock_7hr_M_4_119,Mock_7hr_M_5_076,Mock_12hr_M_1_110,Mock_12hr_M_2_002,Mock_12hr_M_3_075,Mock_12hr_M_4_054,Mock_12hr_M_5_090,Mock_18hr_M_1_082,Mock_18hr_M_2_037,Mock_18hr_M_3_043,Mock_18hr_M_4_115,Mock_18hr_M_5_007,Mock_24hr_M_1_069,Mock_24hr_M_2_081,Mock_24hr_M_3_060,Mock_24hr_M_4_004,Mock_24hr_M_5_111,FM_0hr_M_1_099,FM_0hr_M_2_073,FM_0hr_M_3_011,FM_0hr_M_4_027,FM_0hr_M_5_051,FM_3hr_M_1_107,FM_3hr_M_2_044,FM_3hr_M_3_080,FM_3hr_M_4_012,FM_3hr_M_5_049,FM_7hr_M_1_046,FM_7hr_M_2_070,FM_7hr_M_3_010,FM_7hr_M_4_088,FM_7hr_M_5_097,FM_12hr_M_1_031,FM_12hr_M_2_094,FM_12hr_M_3_068,FM_12hr_M_4_117,FM_12hr_M_5_028,FM_18hr_M_1_103,FM_18hr_M_2_093,FM_18hr_M_3_056,FM_18hr_M_4_019,FM_18hr_M_5_084,FM_24hr_M_1_114,FM_24hr_M_2_030,FM_24hr_M_3_091,FM_24hr_M_4_067,FM_24hr_M_5_041,AH1_0hr_M_1_089,AH1_0hr_M_2_039,AH1_0hr_M_3_098,AH1_0hr_M_4_006,AH1_0hr_M_5_014,AH1_3hr_M_1_022,AH1_3hr_M_2_059,AH1_3hr_M_3_083,AH1_3hr_M_4_106,AH1_3hr_M_5_116,AH1_7hr_M_1_020,AH1_7hr_M_2_061,AH1_7hr_M_3_120,AH1_7hr_M_4_047,AH1_7hr_M_5_050,AH1_12hr_M_1_029,AH1_12hr_M_2_036,AH1_12hr_M_3_085,AH1_12hr_M_4_108,AH1_12hr_M_5_066,AH1_18hr_M_1_025,AH1_18hr_M_2_077,AH1_18hr_M_3_113,AH1_18hr_M_4_040,AH1_18hr_M_5_064,AH1_24hr_M_1_017,AH1_24hr_M_2_092,AH1_24hr_M_3_063,AH1_24hr_M_4_112,AH1_24hr_M_5_057,691_0hr_M_1_062,691_0hr_M_2_015,691_0hr_M_3_095,691_0hr_M_4_032,691_0hr_M_5_058,691_3hr_M_1_023,691_3hr_M_2_021,691_3hr_M_3_118,691_3hr_M_4_034,691_3hr_M_5_065,691_7hr_M_1_016,691_7hr_M_2_055,691_7hr_M_3_078,691_7hr_M_4_026,691_7hr_M_5_102,691_12hr_M_1_052,691_12hr_M_2_008,691_12hr_M_3_005,691_12hr_M_4_072,691_12hr_M_5_105,691_18hr_M_1_042,691_18hr_M_2_096,691_18hr_M_3_053,691_18hr_M_4_009,691_18hr_M_5_079,691_24hr_M_1_104,691_24hr_M_2_071,691_24hr_M_3_033,691_24hr_M_4_024,691_24hr_M_5_048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:0/20:1),17.05249501,17.120466,17.20702896,16.8162647,16.85680931,16.2431644,16.63706872,16.23115334,16.53328155,16.49136442,16.7009205,16.43789989,16.07324891,16.35339761,16.71507668,16.24498529,16.4652338,16.42152869,16.78611871,16.32344579,16.50075527,16.56572252,16.50659243,16.46399452,16.29867148,16.11134027,16.5532318,16.46221358,16.31090167,16.67189233,16.9245804,17.03324791,17.07772266,16.99983122,17.346137,16.51959323,16.35025487,16.45969639,16.59141131,16.49990179,16.22014657,16.43073463,16.49590759,16.42835588,16.73183658,16.05790494,16.36500635,16.17463403,16.67093903,16.86862433,15.92643121,16.3877073,16.56719075,16.29306928,16.01069177,16.52600432,16.34447767,16.04994018,16.34737802,16.39461143,16.76781484,17.31827273,17.32000665,17.0299021,16.74351239,16.76941967,16.48090828,16.31941345,16.78542166,16.44975846,16.26326913,16.13734226,16.10862544,16.2431644,16.49641043,16.2431644,16.27766282,16.27559273,16.66837914,16.21042337,16.2431644,16.14174616,16.57703496,16.00717778,16.30453899,16.02097615,16.33327842,16.34837721,16.15487501,16.10756287,16.77065726,16.82912755,17.17760732,18.10641714,17.82878296,16.36841497,17.32726895,16.86359949,16.7204723,16.51586598,16.34506175,16.44676595,16.28858336,16.70518127,15.88725604,15.83800845,16.56477722,16.34442675,16.86624932,16.26074811,16.55488539,16.56016121,16.26385119,15.83802004,16.22841473,16.19498199,16.39801246,16.69618742,16.41629592,16.35066995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:0/20:2),19.98895002,19.99742456,20.18266767,19.6454171,19.66457667,19.52366018,19.82410873,19.75778703,19.74674056,19.70857378,19.67379695,19.71274916,19.62258148,19.73935946,19.88585834,19.79396491,19.80170175,19.70273564,19.9852674,19.69116392,19.57915352,19.880194,19.65368713,19.66300038,19.83826314,19.50024819,19.59598976,19.59387778,19.32640652,19.20438594,19.80177529,19.85184222,19.79371619,19.81869803,20.00469903,19.85829725,19.74923359,19.80299429,19.92070332,20.11954366,19.83910075,19.70977166,19.6500586,19.70669867,19.95485685,19.46338064,19.54102711,19.72221588,19.78589682,20.06419375,19.47760658,19.73788023,19.79390822,19.67722329,19.74551313,19.93760426,19.91862588,19.93956412,19.7562246,19.91825984,19.71373048,20.02147762,20.07443379,19.751698,19.58949291,19.83460185,19.74255167,19.67392095,20.01963294,19.9736329,19.73977301,19.60051034,19.62618195,19.91487105,19.82459139,19.52774565,19.64697393,19.82854956,20.01917454,19.67225798,19.46495855,19.63356891,19.91372908,19.27144085,19.76377659,19.37232315,19.99801426,19.75191798,19.71791241,19.43477782,19.64041839,19.79816622,19.82909999,20.27696557,20.31044583,19.5755354,20.33448845,19.67048094,19.96846559,19.67090472,19.53532522,19.80185731,19.61667433,20.04505959,19.64274694,19.38401681,19.73798487,19.75036296,19.9929841,19.72256514,19.98491217,19.9559449,19.63604987,19.69275603,19.88396064,19.78805606,19.53200375,19.5912626,19.57770932,19.77683583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:0/20:3)_CoE,19.55631057,19.61842221,19.66629942,19.26191579,19.48116562,19.34341785,19.38495073,18.48835119,19.41174334,19.37066631,19.37151187,19.46833948,19.20988679,19.31155153,19.54911869,19.37783143,19.46139679,19.39545098,19.55152554,19.34553918,19.16193307,19.45926396,19.21939265,19.47772997,19.23546501,19.17890604,19.23433327,19.23906272,18.93606443,19.25654744,19.37218256,19.59301692,19.2954418,19.60724321,19.60231541,19.40644223,19.40535942,19.22228758,19.53812987,19.45562094,19.29560572,19.28950927,19.33854307,19.32393038,19.65747005,19.16777921,19.47037401,19.29638127,19.54380634,19.6315019,19.19483882,19.43434511,19.37355589,19.36855069,19.37223039,19.68276516,19.28226154,19.33730909,19.38780383,19.41424617,19.37307916,19.73152036,19.64536706,19.32555981,19.26211699,19.58086094,19.22612703,19.38699819,19.657163,19.32031714,19.52257003,19.31816034,19.23236507,19.15999441,19.56764072,19.51909428,19.38183487,19.45115055,19.88142078,19.51605487,19.28315098,19.23551696,19.62867423,19.22725995,19.34428686,19.048494,19.02884126,19.24080709,19.47319567,19.23318824,19.28918012,19.49447935,19.51363729,20.02856503,19.7329913,19.14685574,19.68572233,19.35451608,19.50886652,19.35894645,19.53966107,19.35983795,19.16456307,19.61554443,19.11911422,19.37181618,19.52871653,19.39452708,19.61718258,19.36493241,19.55130059,19.51177934,19.33095039,19.14361944,19.39448655,19.363421,19.24378098,19.33136885,19.30865339,19.48944718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:0/20:4)_CoE,20.8901969,20.62430807,20.82272234,20.47866336,20.42290903,20.59471919,20.23686416,20.366327,20.78055795,20.41594043,20.7694713,20.58683998,20.43558345,20.40085686,20.70395672,20.40749083,20.30014602,20.24865118,20.46274065,20.33367566,20.29038034,20.18793011,20.39531569,20.29279738,20.20818641,20.16818716,19.96594294,20.58851268,19.96887497,20.15500099,20.45010405,20.90596148,20.61663421,20.80006584,20.58771476,20.60393822,20.63215607,20.36781225,20.37989835,20.12870426,20.39569017,20.66484078,20.50332474,20.24595431,20.43258486,20.60392806,20.85436573,20.76421948,20.68676781,20.8260803,20.44355048,20.57255373,20.37387229,20.56923914,20.20582439,20.62727569,20.23066567,20.30074669,20.5681493,20.27637652,20.51809263,20.97824718,20.88113063,20.46825738,20.59130457,20.75044249,20.39636069,20.76918255,21.1215805,20.50557744,20.34994927,20.33224111,20.47437857,20.34224418,20.60187182,20.98326084,20.72663229,20.30567835,20.91563724,20.85647469,20.70905894,20.37299566,21.04405591,20.49369902,20.41819751,20.2777567,20.41362246,20.251757,20.46487409,20.47406018,20.91273538,20.86683512,20.71221443,21.12914968,20.87192109,20.56632534,21.07215821,20.76450377,20.66940008,20.42694855,20.66500285,20.49075887,20.37669279,20.83296751,20.54364913,20.4347507,20.69268788,20.66667199,20.69536092,20.33726785,20.63116201,20.46432986,20.3271019,20.33630446,20.32808706,20.44468198,20.32818534,20.50664141,20.49204564,20.4172637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:0/22:1),15.83000412,15.56530925,15.29691945,15.99433978,15.30995001,14.56488038,15.23297868,15.20860051,14.9659714,14.8508581,14.90124662,14.62923134,14.75458966,15.36430087,14.88444768,15.1266283,14.77806629,15.16942172,14.95478346,14.74185976,14.99393855,15.51609348,14.97152557,14.63389438,15.48694723,14.86932619,15.01206294,14.93579889,14.8883383,15.1248017,15.20306467,15.64510537,15.7914566,15.61916826,15.38014812,15.0046389,14.82062213,14.92337061,15.17819944,15.13304773,15.1685037,14.82757586,15.35244203,14.40304251,14.99471254,14.7719819,14.50662591,14.67991763,14.75652681,14.83043839,14.46861576,14.71397083,14.76631048,14.9732749,14.96415209,14.49680899,14.98499651,14.98938679,14.91627372,15.30459238,15.66150612,15.63736512,15.31837828,15.45624417,15.18192308,14.95128656,14.73758769,15.04069757,15.27027703,15.11804255,14.57063604,14.69369905,14.71781971,14.81159111,14.98635364,14.27488189,14.5379163,15.13093825,14.3163232,14.707559,14.59763648,15.11904326,14.95029249,14.5817317,14.69706327,14.58738505,14.54965006,14.86200552,14.39173068,14.66702085,15.36262749,15.42295525,15.42969875,15.96559474,15.67346767,14.50768219,15.03305698,15.22231952,15.43367236,14.94813217,14.61053341,14.80810128,14.68667933,14.88584629,14.48678783,14.46312133,15.26687924,14.5570543,15.20292235,14.77061292,14.89990577,15.19571509,14.58873801,14.72594353,14.95580937,14.54212454,14.66764687,14.95644259,14.78007103,14.76369996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:0/22:2),17.5300267,17.69687179,17.87893106,17.4208528,17.3670273,17.05397729,17.07757137,17.25527725,17.29903868,17.20757655,16.95510713,17.42685168,17.0418656,17.14788526,17.26204488,16.97039303,17.47431093,17.15161817,17.57064033,17.13791999,17.26307215,17.27684349,17.11451239,17.17055248,17.22655722,16.87768699,17.18611275,17.03931122,17.06755591,17.20367928,17.45581124,17.50723706,17.29612254,17.37969744,17.371429,17.43711061,17.322794,17.37531448,17.68033662,17.55194682,17.19314837,17.36274412,16.74147312,17.30187102,17.50655573,17.27675961,17.14864256,17.11927121,17.3051238,17.58677064,16.80426857,17.21781026,17.22474538,17.0234592,17.05753883,17.19484209,16.95413546,16.77044536,17.06381951,17.08341597,17.09677999,17.34515622,17.7272992,17.38970798,17.32034204,17.59736878,16.98617357,17.32473833,17.57648042,17.44175853,17.52949252,17.17727416,17.15327197,17.38817791,17.37411189,16.950832,16.95353306,16.98381476,17.44714647,17.00957032,16.54393126,16.87190573,16.78514268,16.71488694,17.01653589,16.5312925,17.35530337,16.81391256,17.10919766,16.81481382,17.27228053,17.50108275,17.47647735,17.46591652,17.97432373,17.20671054,17.9209986,17.37021638,17.75329235,17.49869355,17.30967098,17.17874736,17.32354856,17.41331055,16.69214068,16.89720311,17.4439088,16.95004313,16.77357183,16.85160078,17.48905897,17.38188099,17.03186969,16.96587397,16.93525057,16.99630915,17.0243822,16.92566149,17.04326918,16.84301595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:0/22:4),18.64599774,18.74010968,18.81774345,18.41612992,18.38503002,18.20479747,18.38638961,18.35940158,18.37538247,18.28357827,18.47071016,18.39860447,18.36706038,18.23955687,18.62852141,18.19059761,18.2780512,18.19619779,18.3502734,18.11155876,18.02534265,18.26607161,18.09200403,18.18363964,18.17705676,17.66847483,18.08794267,18.09641374,17.48003303,17.91862427,18.53312742,18.68621428,18.47303423,18.70436384,18.72348934,18.39202957,18.38837075,18.41676202,18.42511765,18.391328,18.36200167,18.29876724,18.14266146,18.29807179,18.6401908,18.0999061,18.4654173,18.29158264,18.45265483,18.71005319,17.96279364,18.39112876,18.28360989,18.1433081,18.10912621,18.21636008,18.00382832,18.2183219,18.12769907,18.24508,18.40011952,18.58671428,18.62379308,18.37076722,18.21407308,18.64382439,18.25263003,18.44747631,18.69572106,18.20075242,18.48148171,18.29711223,18.286082,18.25939699,18.54802511,18.36255937,18.32417129,18.25235163,18.50406926,18.36809928,18.12214202,18.1584048,18.55238371,17.93406123,18.31762394,17.82465316,18.40864841,18.1389935,18.07869821,17.91736491,18.50385033,18.56174063,18.65757373,19.01824173,18.78804395,18.19032477,18.87103514,18.51426009,18.69589672,18.35551671,18.31983392,18.41134,18.24864774,18.53886152,18.18655055,18.24941078,18.57038679,18.34513087,18.6394445,18.18463224,18.51857231,18.45984476,18.03760713,18.00946087,18.09629988,18.17583393,17.93793958,18.22638081,18.20140174,18.02352636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:0/22:6),16.48070283,16.11884845,15.74593475,16.02843775,15.9415862,16.09281708,16.0500326,16.13848293,16.11009759,15.9628846,16.27859174,16.04542722,16.05146985,16.02037311,15.91901805,15.87177666,15.60330501,15.87394028,15.86289956,15.87659924,15.96875156,16.02970984,15.79460478,15.71055361,15.73782642,15.71644367,15.5981256,15.55748893,15.23494465,15.83827695,16.06806981,16.53110984,16.48296727,16.12664891,16.05047804,16.04900442,16.14322231,16.01982203,15.83664832,16.16690562,16.11214092,15.88948537,15.86252636,16.17649485,15.71358427,15.89355129,15.73547117,15.76105668,15.939279,15.92188816,15.69722394,16.31722749,15.43932209,15.74886083,15.75476755,15.26500568,15.63825234,15.82736219,15.53172485,15.84397652,15.9964158,16.35337439,15.96359139,16.13303126,16.03535067,15.7931762,15.92862103,16.24447052,16.33514701,16.20425694,15.74754383,15.95818867,16.09731978,16.06887833,16.00102674,15.99250635,15.77151679,15.83275837,15.66531238,16.18685257,15.66934763,15.67473665,15.69917726,15.74988829,15.33629789,15.56735635,15.73364489,15.71632879,15.40526721,15.39433772,16.46166509,16.25194859,16.35406379,16.5326252,16.20788829,16.17277044,16.03296534,16.16103083,16.54959646,16.05344681,16.35256624,15.90921658,15.9226851,15.76151953,15.8324527,15.920983,15.79411463,15.8533935,15.99824019,15.82185181,15.38947523,15.52726741,15.86334743,15.77808075,15.67622407,15.18222967,15.65597959,15.6375759,15.58775809,15.69910192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:1/0:0),12.292817,13.34210569,13.3764052,15.9875846,13.20807289,16.42596355,13.68958408,14.52632198,13.27360826,14.23418116,11.22837022,12.32872611,13.80971171,12.25581305,13.04692188,13.17073565,12.85129182,13.00577844,13.99195155,13.17330385,13.33584978,13.69300832,13.22896365,14.44559534,14.60007589,14.44203468,13.16304608,12.9125237,13.30328303,13.2093685,13.99788652,13.8597187,14.68476271,13.12087324,14.99705248,12.47164921,14.27358771,13.51896364,13.61966375,13.99248037,14.71396697,12.82152962,14.68765546,14.72432083,14.07366323,13.00503912,12.72251384,12.25415544,12.98815506,12.57564255,13.88234203,13.94460225,14.82652056,12.15041603,13.33622482,12.37303586,12.81000437,11.74009398,12.04887382,12.1949763,13.46732545,12.45885989,16.01053881,13.65447842,13.42199353,15.05872593,13.39509847,14.3675944,14.07008304,13.4415483,12.64658829,11.9454006,13.09525927,13.7189595,12.81249064,13.12879428,12.44958756,12.88003894,12.94872147,12.90574138,13.10028233,12.21288442,12.57468873,13.38060237,13.21819648,13.62956502,13.42833759,12.83547265,13.20001882,13.01120766,13.80558173,14.46101427,13.32873295,13.87912328,14.54492853,14.30750011,13.12341867,12.91124634,14.27046658,13.00170015,13.57048294,12.51001281,12.25419032,13.75186678,13.65166611,13.87467026,13.8067467,12.6791982,13.29940335,12.92048708,13.05205579,13.29973504,12.70667698,12.98715143,11.92966303,11.33553511,11.05018596,11.18527804,11.24005237,12.70261158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:1/18:2)_CoE,17.74399562,17.63329793,17.45734293,18.14575669,17.46647077,17.82345031,17.57875268,17.84698585,17.67611518,17.70015706,17.75689664,17.83637527,17.74380485,17.7479814,17.55910946,17.91523378,17.62282758,17.66828051,17.66962241,17.86417749,17.76229962,17.97892702,17.69578134,17.72426435,18.01485254,17.97369256,17.84852745,17.9097839,17.33517371,18.00366175,17.65348396,18.00786185,17.82305027,17.66151762,17.69046843,17.61860681,17.93017232,17.72917342,17.62015685,17.79302528,17.7899278,17.76901797,17.76542903,17.78178224,17.71391588,17.8810273,17.64717549,17.64787409,17.79283932,17.67511998,17.94093516,18.01767723,17.71662153,17.86556117,17.87651979,17.51916844,17.88489536,17.98032889,17.85816717,17.93249629,17.68219411,18.54087189,17.45035445,17.60111868,17.60162999,17.4114947,17.63142371,17.99889164,17.97482255,17.86848435,17.61013849,17.79048675,18.0246143,18.01862821,17.81190326,17.56790432,17.64610227,17.88561046,17.42849763,17.98840445,17.79608433,17.63695722,17.6369985,17.82432466,17.47954316,17.9113127,17.90834188,17.60966715,17.78038035,17.81453631,17.89178369,17.97117994,17.84704567,17.87174688,17.75470663,17.89280346,17.59022615,17.8202576,18.03488733,17.76074353,17.99272594,17.66149528,17.62301071,17.67599823,17.98740364,17.95419169,17.75175076,17.67455605,17.87054292,17.64434383,17.72613375,17.52458915,17.96355006,18.1619454,17.76753147,17.6062308,17.63582699,17.8862252,17.7733821,17.84157356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:1/19:1),15.90499409,16.04847152,16.16953686,15.76142519,15.9605191,15.85928573,15.8448713,15.28378538,15.84292046,15.84032789,15.8830507,15.97818915,15.69303648,15.77098264,15.95807022,15.7131505,15.9040774,15.74314523,16.01948653,15.90486628,15.67856451,15.89685971,15.78428884,15.9471234,15.87828499,15.80253581,15.81508352,15.97450485,15.50617782,15.69369435,15.86204819,16.06774509,15.73723793,16.05565095,16.09354033,15.83008899,16.01946614,15.74632023,15.96420171,15.83786606,15.782246,15.83200444,15.66175529,15.79902036,16.08938334,15.8072702,15.99445234,15.87231781,15.93900979,16.01151701,15.73200229,15.92589813,15.71516896,15.77021134,15.85448334,16.2431644,15.79480199,15.82369057,15.99022623,15.96491019,15.77380968,16.2431644,16.01702728,15.71731972,15.80899345,16.08236654,15.66244287,15.9294798,16.05369967,15.83361526,15.93724962,15.99176407,15.86969337,15.67212872,16.06193695,16.09918586,15.8263575,15.85082185,16.32305969,16.06986507,15.77186085,15.78936737,16.17425002,15.76799436,16.00728378,15.65330918,15.51883607,15.89891108,16.07015899,15.87571696,15.90195761,16.04225987,15.94968062,16.4757585,16.15636176,15.6526767,16.20031876,15.97955624,16.09669097,15.82150434,16.10941334,15.82381918,15.57469674,15.98773282,15.71359526,15.93213723,16.02897448,15.85388279,16.11293868,15.75194578,16.05767371,15.9642366,15.71273507,15.72662473,15.80692605,15.87580152,15.82434736,15.79366259,15.90299038,16.01770964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:1/20:1),16.45715884,16.50939071,16.68233045,16.16206412,16.37184249,16.44254108,16.10220723,16.28082797,16.63304568,16.27034321,16.5086182,16.41775596,16.45177741,16.36383365,16.57397025,16.2431644,16.23444416,16.23706236,16.49601991,16.22658412,16.28682145,16.15508896,16.20261052,16.35592991,16.14430851,16.17437366,16.20762468,16.45837831,15.98839661,16.16515867,16.2431644,16.76966862,16.36454886,16.37740596,16.71429512,16.40367403,16.41459715,16.29905129,16.40795379,16.17898564,16.30904646,16.47057337,16.28304312,16.26852052,16.54600672,16.31695469,16.66956973,16.69803853,16.37780892,16.72563748,16.33312896,16.45658721,16.4736164,16.41570396,16.2431644,16.60796509,16.1352969,16.19345672,16.23526307,16.10350058,16.20448321,16.548806,16.34296881,16.21859498,16.32390545,16.69713676,16.38283562,16.55108911,16.85130243,14.34358854,16.55629996,16.319652,16.31584369,16.15483253,16.50440303,16.73077027,16.58475859,16.40459784,16.79034597,16.79597384,16.44084315,16.08984509,16.9933064,16.34741432,16.25191549,16.09778117,16.46807782,16.13794299,16.44355891,16.26657985,16.62353909,16.62846955,16.73323928,16.7634104,16.85078278,16.41917669,16.83447203,16.68214493,16.69745064,16.41388353,16.5455907,16.40980377,16.24820764,16.69178465,16.41466405,16.49917534,16.57069095,16.47617427,16.6488152,16.25520897,16.63491471,16.45027413,16.29615587,16.250993,16.20950482,16.30478049,16.1428391,16.47481519,16.24843614,16.40519359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:1/20:2)_CoE,19.57546742,19.52855173,19.6257834,19.12375233,19.44694478,19.4166052,19.13262417,19.28928865,19.59977134,19.2530239,19.54790131,19.40863856,19.38999159,19.31717441,19.6207482,19.2872081,19.23111251,19.24834387,19.50638688,19.21379927,19.3007766,19.20008026,19.25086899,19.33311212,19.20097219,19.17903764,19.15117042,19.46918073,18.98877736,19.21879832,19.22302352,19.71069565,19.31468915,17.85257162,19.6408597,19.38808469,19.49089116,19.33786953,19.38976775,19.24417077,19.28189482,19.4144346,19.30292452,19.26235385,19.57220961,19.37827888,19.58783342,19.64780371,19.50525904,19.70282326,19.29036108,19.48037795,19.44080124,19.43731172,19.22935637,19.5451907,19.18150044,19.3065781,19.22799461,19.08655257,19.18132637,19.5558087,19.34121872,19.19285253,19.33542586,19.61048096,19.31455467,19.51748093,19.9261884,19.18477034,19.4933313,19.29562207,19.42439489,19.1624616,19.57806433,19.65926538,16.46835669,19.44724566,19.74097007,19.70905207,19.36412256,19.1391004,19.98192036,19.30613968,19.27131047,19.09398387,19.36186468,19.11012539,19.44797783,19.22663433,19.59576459,19.65772447,19.60181131,19.81224898,19.75475746,19.34910552,19.75769062,19.61477539,19.63605827,19.36953907,19.53702333,19.4434787,19.24329714,19.66024521,19.37705906,19.42935512,19.5411117,19.48158512,19.66109926,19.27523208,19.53864055,19.44493923,19.27063253,19.21517424,19.25826264,19.363421,19.12463521,19.46163546,19.24455265,19.34677078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:1/20:3)_CoE,20.8901969,20.62430807,20.82272234,20.47866336,20.42290903,20.59471919,20.23686416,20.366327,20.78055795,20.41594043,20.7694713,20.58683998,20.43558345,20.40085686,20.70395672,20.40749083,20.30014602,20.24865118,20.46274065,20.33367566,20.29038034,20.18793011,20.39531569,20.29279738,20.20818641,20.16818716,19.96594294,20.58851268,19.96887497,20.15500099,20.45010405,20.90596148,20.61663421,20.80006584,20.58771476,20.60393822,20.63215607,20.36781225,20.37989835,20.12870426,20.39569017,20.66484078,20.50332474,20.24595431,20.43258486,20.60392806,20.85436573,20.76421948,20.68676781,20.8260803,20.44355048,20.57255373,20.37387229,20.56923914,20.20582439,20.62727569,20.23066567,20.30074669,20.5681493,20.27637652,20.51809263,20.97824718,20.88113063,20.46825738,20.59130457,20.75044249,20.39636069,20.76918255,21.1215805,20.50557744,20.34994927,20.33224111,20.47437857,20.34224418,20.60187182,20.98326084,20.72663229,20.30567835,20.91563724,20.85647469,20.70905894,20.37299566,21.04405591,20.49369902,20.41819751,20.2777567,20.41362246,20.251757,20.46487409,20.47406018,20.91273538,20.86683512,20.71221443,21.12914968,20.87192109,20.56632534,21.07215821,20.76450377,20.66940008,20.42694855,20.66500285,20.49075887,20.37669279,20.83296751,20.54364913,20.4347507,20.69268788,20.66667199,20.69536092,20.33726785,20.63116201,20.46432986,20.3271019,20.33630446,20.32808706,20.44468198,20.32818534,20.50664141,20.49204564,20.4172637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
