LIPIDS,Mock_0hr_M_1_001,Mock_0hr_M_2_087,Mock_0hr_M_3_045,Mock_0hr_M_4_101,Mock_0hr_M_5_109,Mock_3hr_M_1_035,Mock_3hr_M_2_003,Mock_3hr_M_3_074,Mock_3hr_M_4_013,Mock_3hr_M_5_100,Mock_7hr_M_1_018,Mock_7hr_M_2_038,Mock_7hr_M_3_086,Mock_7hr_M_4_119,Mock_7hr_M_5_076,Mock_12hr_M_1_110,Mock_12hr_M_2_002,Mock_12hr_M_3_075,Mock_12hr_M_4_054,Mock_12hr_M_5_090,Mock_18hr_M_1_082,Mock_18hr_M_2_037,Mock_18hr_M_3_043,Mock_18hr_M_4_115,Mock_18hr_M_5_007,Mock_24hr_M_1_069,Mock_24hr_M_2_081,Mock_24hr_M_3_060,Mock_24hr_M_4_004,Mock_24hr_M_5_111,FM_0hr_M_1_099,FM_0hr_M_2_073,FM_0hr_M_3_011,FM_0hr_M_4_027,FM_0hr_M_5_051,FM_3hr_M_1_107,FM_3hr_M_2_044,FM_3hr_M_3_080,FM_3hr_M_4_012,FM_3hr_M_5_049,FM_7hr_M_1_046,FM_7hr_M_2_070,FM_7hr_M_3_010,FM_7hr_M_4_088,FM_7hr_M_5_097,FM_12hr_M_1_031,FM_12hr_M_2_094,FM_12hr_M_3_068,FM_12hr_M_4_117,FM_12hr_M_5_028,FM_18hr_M_1_103,FM_18hr_M_2_093,FM_18hr_M_3_056,FM_18hr_M_4_019,FM_18hr_M_5_084,FM_24hr_M_1_114,FM_24hr_M_2_030,FM_24hr_M_3_091,FM_24hr_M_4_067,FM_24hr_M_5_041,AH1_0hr_M_1_089,AH1_0hr_M_2_039,AH1_0hr_M_3_098,AH1_0hr_M_4_006,AH1_0hr_M_5_014,AH1_3hr_M_1_022,AH1_3hr_M_2_059,AH1_3hr_M_3_083,AH1_3hr_M_4_106,AH1_3hr_M_5_116,AH1_7hr_M_1_020,AH1_7hr_M_2_061,AH1_7hr_M_3_120,AH1_7hr_M_4_047,AH1_7hr_M_5_050,AH1_12hr_M_1_029,AH1_12hr_M_2_036,AH1_12hr_M_3_085,AH1_12hr_M_4_108,AH1_12hr_M_5_066,AH1_18hr_M_1_025,AH1_18hr_M_2_077,AH1_18hr_M_3_113,AH1_18hr_M_4_040,AH1_18hr_M_5_064,AH1_24hr_M_1_017,AH1_24hr_M_2_092,AH1_24hr_M_3_063,AH1_24hr_M_4_112,AH1_24hr_M_5_057,691_0hr_M_1_062,691_0hr_M_2_015,691_0hr_M_3_095,691_0hr_M_4_032,691_0hr_M_5_058,691_3hr_M_1_023,691_3hr_M_2_021,691_3hr_M_3_118,691_3hr_M_4_034,691_3hr_M_5_065,691_7hr_M_1_016,691_7hr_M_2_055,691_7hr_M_3_078,691_7hr_M_4_026,691_7hr_M_5_102,691_12hr_M_1_052,691_12hr_M_2_008,691_12hr_M_3_005,691_12hr_M_4_072,691_12hr_M_5_105,691_18hr_M_1_042,691_18hr_M_2_096,691_18hr_M_3_053,691_18hr_M_4_009,691_18hr_M_5_079,691_24hr_M_1_104,691_24hr_M_2_071,691_24hr_M_3_033,691_24hr_M_4_024,691_24hr_M_5_048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(16:0/16:1/18:1/16:1),16.243,15.618,15.965,16.041,16.243,15.031,15.986,16.112,15.827,15.991,16.246,15.781,15.936,15.672,16.295,16.135,15.935,15.898,15.671,14.899,15.807,15.734,15.728,15.372,14.737,14.528,15.839,14.688,15.684,16.100,16.200,15.074,15.197,15.685,16.243,15.983,14.966,15.713,16.018,16.147,16.164,16.393,16.243,16.384,16.331,14.878,15.418,15.706,15.816,15.786,14.721,15.059,15.609,15.179,15.625,15.028,15.507,15.536,15.460,15.627,16.306,16.018,16.243,16.185,16.178,16.243,16.116,15.423,15.093,16.306,15.731,16.041,15.237,16.172,15.854,15.587,16.099,15.691,15.808,15.005,15.446,15.786,15.239,14.486,15.749,14.463,15.646,15.857,15.733,14.494,15.172,14.900,16.148,16.067,16.041,15.034,15.934,15.768,14.802,16.257,14.719,15.492,15.827,15.817,15.040,14.731,15.795,16.130,16.046,16.020,15.499,15.406,15.764,15.274,15.837,15.429,15.801,15.608,15.850,15.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(16:0/18:1/16:0/18:1),16.318,15.149,16.080,16.009,16.164,15.243,16.112,15.237,15.443,16.113,15.838,15.509,15.958,15.509,15.385,16.826,15.726,16.345,15.861,15.421,16.440,16.243,16.267,16.459,15.491,14.939,16.630,15.344,15.686,16.108,15.851,14.955,14.899,14.898,15.641,15.489,14.454,15.085,15.337,15.045,16.373,16.503,16.254,16.357,15.753,15.341,15.660,16.243,16.019,16.126,15.035,14.622,16.243,14.591,15.457,14.670,14.060,14.694,14.998,15.386,16.422,15.664,16.285,16.211,16.313,16.113,16.283,15.010,15.341,15.498,14.887,15.740,15.335,16.457,15.680,15.539,16.243,15.030,14.922,15.456,15.673,15.757,15.023,14.689,15.459,14.017,15.109,15.744,15.426,14.581,15.011,14.041,15.609,15.307,16.188,14.197,14.639,15.091,14.596,15.986,14.587,15.029,15.788,15.956,15.078,14.971,16.243,16.355,16.225,16.496,15.480,14.999,15.583,15.483,15.642,14.508,15.472,14.943,15.402,14.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(16:0/18:1/18:1/16:1),17.307,17.176,17.130,17.112,17.227,16.184,17.193,17.124,16.837,17.137,17.064,16.833,17.187,16.791,17.074,17.408,16.924,17.057,16.818,16.027,17.099,16.806,16.884,16.820,16.102,15.643,16.824,16.001,16.881,17.335,17.255,16.243,16.313,16.817,17.452,17.040,15.995,17.179,17.391,16.878,17.174,17.407,17.552,17.270,17.171,15.891,16.640,16.952,17.117,17.112,15.942,15.895,17.224,16.543,16.681,16.824,16.879,17.059,16.976,16.920,17.399,17.032,17.622,17.376,17.326,17.223,17.152,16.269,16.290,17.155,17.005,17.124,16.390,17.775,16.951,16.832,17.155,16.807,17.178,16.156,16.680,16.910,16.167,15.737,16.848,15.669,16.746,16.968,17.240,15.772,16.474,15.944,17.429,17.253,16.960,15.879,16.930,17.016,15.983,17.152,15.972,16.664,17.094,16.966,16.092,15.928,16.873,17.084,17.071,17.045,17.075,16.755,16.814,16.466,17.203,16.839,16.992,16.758,16.753,16.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(16:1/16:1/16:1/18:1),15.849,16.117,16.080,15.625,15.812,15.162,15.827,15.928,15.753,15.787,15.863,15.767,15.894,15.520,15.528,15.781,15.623,15.608,15.459,15.014,15.793,15.917,15.700,15.468,14.856,14.824,15.898,15.054,15.654,16.307,15.906,15.215,14.799,15.693,15.863,15.892,15.007,15.800,15.975,15.838,15.622,16.143,15.983,16.345,15.737,15.186,15.557,15.797,15.706,16.129,14.860,14.929,15.934,15.309,15.468,15.541,15.831,16.076,15.858,15.915,15.979,15.856,16.163,16.197,15.944,15.962,15.947,14.678,15.145,16.126,15.966,16.110,15.174,16.222,15.888,15.529,15.956,15.370,15.565,14.948,15.662,15.745,14.973,14.786,15.780,15.040,15.685,15.969,16.077,14.970,15.054,14.754,16.552,15.643,16.243,15.111,15.822,15.936,15.052,16.026,14.896,15.638,15.794,15.786,15.173,15.109,16.223,15.723,15.659,15.770,15.713,15.644,15.925,15.159,15.888,15.484,16.165,15.689,16.151,15.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(16:1/16:1/16:1/20:3)_CoE,13.433,13.422,13.242,13.041,13.139,12.207,13.602,13.741,13.219,13.386,13.949,13.695,13.761,13.420,13.628,14.244,14.051,14.052,13.476,12.879,14.415,14.603,14.390,14.378,13.570,13.432,14.673,13.896,14.761,15.140,13.173,12.091,12.235,13.256,13.426,13.355,12.071,13.631,13.604,13.423,13.645,13.879,14.130,13.862,13.884,13.058,13.696,14.053,14.040,14.476,13.199,12.805,14.604,14.170,14.463,14.233,15.002,14.772,15.038,15.025,13.327,13.296,12.946,13.204,13.299,13.421,13.450,12.446,12.390,13.871,13.573,13.771,12.844,14.145,13.344,13.836,14.165,13.876,13.921,13.073,14.475,14.400,14.213,13.187,13.962,13.357,15.298,14.387,15.132,13.712,12.445,12.188,13.623,13.198,13.271,12.349,13.272,13.488,12.401,13.425,12.569,13.511,13.502,13.724,13.346,12.910,14.197,14.304,14.098,14.036,14.080,14.036,14.396,14.093,14.798,14.887,14.900,14.989,14.965,14.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(16:1/16:1/18:1/18:2),16.717,16.503,16.559,16.194,16.515,15.764,16.675,16.564,16.391,16.408,16.873,16.502,16.907,16.501,16.644,17.245,16.998,17.291,16.724,15.950,17.151,17.036,17.152,16.955,16.064,16.142,17.285,16.058,17.212,17.633,16.816,15.817,15.520,16.196,16.512,16.632,15.785,16.481,16.594,16.639,16.614,16.900,17.504,17.158,16.802,15.946,16.479,16.801,16.816,16.816,16.008,15.906,16.854,16.718,16.770,17.026,17.099,17.155,17.108,17.176,16.611,16.530,16.787,16.844,16.726,16.628,16.611,15.862,15.969,16.961,16.579,16.850,16.265,17.162,16.841,16.680,16.919,16.761,17.088,16.222,16.821,16.860,16.547,15.806,16.634,16.175,17.375,17.174,16.591,16.285,15.921,15.574,16.712,16.659,16.611,15.912,16.260,16.574,15.813,16.827,15.725,16.435,16.818,16.533,16.227,15.996,17.271,17.003,16.722,16.939,16.830,16.693,17.127,16.437,17.397,16.837,17.425,16.759,17.443,16.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(16:1/18:1/16:1/20:3)_CoE,16.981,17.325,16.880,16.416,16.738,15.690,16.988,17.069,16.429,16.838,17.474,16.843,17.193,16.794,16.857,18.169,17.687,17.502,17.467,16.297,17.732,17.884,17.692,17.491,16.765,16.489,18.120,16.243,17.899,18.627,16.872,15.637,16.243,16.285,16.724,17.012,15.700,16.570,17.272,16.900,17.278,17.230,17.429,17.418,17.266,16.243,17.158,17.293,17.373,17.661,16.391,15.800,18.190,17.175,17.523,17.812,18.555,18.377,18.282,18.387,16.945,16.418,16.855,16.799,16.817,17.015,17.056,15.677,15.791,17.115,17.229,17.159,16.243,17.556,17.161,16.876,17.692,17.283,17.123,16.235,17.511,17.993,17.292,16.622,17.649,16.610,18.102,18.213,18.503,16.686,15.646,15.371,17.043,16.813,16.791,15.859,16.641,16.692,15.805,17.004,15.838,16.903,17.200,17.094,16.512,16.245,17.824,17.834,17.073,18.005,17.400,17.680,17.889,17.472,18.115,18.254,18.174,18.354,18.273,17.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(16:1/18:1/18:1/16:1),18.997,18.874,18.688,18.841,19.007,17.563,19.041,18.932,18.354,18.841,18.665,18.408,18.936,18.551,18.755,19.051,18.598,18.812,18.400,17.420,18.681,18.580,18.450,18.226,17.616,16.987,18.542,17.247,18.587,18.929,18.983,17.624,17.937,18.352,19.174,18.685,17.440,18.971,19.148,18.675,18.984,19.070,19.354,19.022,18.750,17.332,17.987,18.386,18.559,18.373,17.311,17.345,18.887,17.971,18.273,18.353,18.689,18.799,18.691,18.694,19.115,18.612,19.301,19.161,19.050,18.682,18.945,17.679,17.711,19.068,18.722,18.893,17.758,19.568,18.657,18.080,18.801,18.457,18.684,17.348,18.180,18.574,17.520,17.122,18.312,17.040,18.304,18.813,18.965,17.098,17.755,17.245,19.191,18.773,18.213,17.450,18.537,18.653,17.385,18.878,17.449,18.342,18.850,18.555,17.426,17.411,18.427,18.600,18.715,18.864,18.644,18.371,18.491,18.110,19.025,18.371,18.755,18.515,18.773,18.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(16:1/18:1/18:1/18:2),19.638,19.721,19.858,19.560,19.660,18.606,19.731,19.650,19.538,19.703,20.059,19.541,19.887,19.495,19.659,20.117,19.840,19.700,19.467,18.801,19.898,19.838,19.740,19.795,19.087,18.565,19.935,18.503,19.608,19.818,19.499,18.513,18.642,19.313,19.930,19.734,18.420,19.607,19.792,19.463,19.862,19.973,20.316,20.021,20.183,18.550,19.462,19.806,19.840,20.204,18.529,18.712,19.906,19.443,19.413,19.547,19.856,20.031,19.857,19.944,19.715,19.628,19.613,19.859,19.858,19.964,19.740,18.663,18.367,19.787,19.872,19.851,18.881,20.373,19.647,19.419,19.961,19.717,20.360,18.769,19.662,19.900,18.974,18.461,19.363,18.643,20.069,20.079,20.235,18.867,18.690,18.232,19.890,19.270,20.013,18.731,19.249,19.544,18.563,19.716,18.446,19.430,19.887,19.902,18.729,18.638,19.443,19.872,19.740,19.826,19.582,19.395,19.822,19.623,20.139,19.840,20.050,20.044,20.214,19.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(16:1/18:1/18:1/18:3)_CoE,16.981,17.325,16.880,16.416,16.738,15.690,16.988,17.069,16.429,16.838,17.474,16.843,17.193,16.794,16.857,18.169,17.687,17.502,17.467,16.297,17.732,17.884,17.692,17.491,16.765,16.489,18.120,16.243,17.899,18.627,16.872,15.637,16.243,16.285,16.724,17.012,15.700,16.570,17.272,16.900,17.278,17.230,17.429,17.418,17.266,16.243,17.158,17.293,17.373,17.661,16.391,15.709,18.190,17.175,17.523,17.812,18.555,18.377,18.282,18.387,16.945,16.418,16.855,16.799,16.817,17.015,17.056,15.677,15.791,17.115,17.229,17.159,16.243,17.556,17.161,16.876,17.692,17.283,17.123,16.235,17.511,17.993,17.292,16.622,17.649,16.610,18.102,18.213,18.503,16.686,15.646,15.371,17.043,16.813,16.791,15.859,16.641,16.692,15.805,17.004,15.838,16.903,17.200,17.094,16.512,16.245,17.824,17.834,17.073,18.005,17.400,17.680,17.889,17.472,18.115,18.254,18.174,18.354,18.273,17.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(16:2/16:0/18:2/18:2)_CoE,13.433,13.422,13.242,13.041,13.139,12.207,13.602,13.741,13.219,13.386,13.949,13.695,13.761,13.420,13.628,14.244,14.051,14.052,13.476,12.879,14.415,14.603,14.390,14.378,13.570,13.432,14.673,13.896,14.761,15.140,13.173,12.091,12.235,13.256,13.426,13.355,12.071,13.631,13.604,13.423,13.645,13.879,14.130,13.862,13.884,13.058,13.696,14.053,14.040,14.476,13.199,12.805,14.604,14.170,14.463,14.233,15.002,14.772,15.038,15.025,13.327,13.296,12.946,13.204,13.299,13.421,13.450,12.446,12.390,13.871,13.573,13.771,12.844,14.145,13.344,13.836,14.165,13.876,13.921,13.073,14.475,14.400,14.213,13.187,13.962,13.357,15.298,14.387,15.132,13.712,12.445,12.188,13.623,13.198,13.271,12.349,13.272,13.488,12.401,13.425,12.569,13.511,13.502,13.724,13.346,12.910,14.197,14.304,14.098,14.036,14.080,14.036,14.396,14.093,14.798,14.887,14.900,14.989,14.965,14.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(17:1/16:0/18:1/18:2),12.974,13.202,13.200,13.149,13.389,12.468,13.098,12.510,12.855,13.086,13.129,12.883,13.314,12.437,12.973,13.352,13.145,13.064,12.671,12.314,13.344,12.870,13.229,13.318,12.175,12.144,13.338,12.318,13.128,13.522,13.110,12.478,12.171,12.137,12.945,13.121,12.197,12.829,12.590,12.786,13.281,13.578,13.794,13.563,13.742,12.250,12.786,13.331,13.227,13.251,12.529,12.028,13.264,12.529,12.643,13.440,13.239,13.191,13.251,13.429,13.071,13.032,13.439,13.233,13.199,13.260,13.394,12.177,12.461,13.350,12.794,13.339,12.210,13.453,13.040,12.609,13.506,12.527,12.902,12.477,12.791,13.037,12.243,12.115,12.614,12.476,13.246,13.342,13.588,12.485,12.290,11.732,12.944,12.529,12.878,12.022,12.557,12.696,11.947,13.352,11.921,12.400,12.904,13.242,12.726,12.057,13.148,13.404,12.482,13.283,13.450,13.339,13.179,12.993,13.121,13.314,13.594,13.576,13.688,12.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(17:1/16:1/18:1/16:1),14.010,14.165,13.863,13.613,13.893,12.968,13.987,13.748,13.654,14.002,13.627,13.712,13.735,13.608,13.558,14.067,13.742,13.556,13.654,12.780,13.670,13.700,13.465,13.492,12.806,12.014,13.761,12.056,13.576,14.193,13.899,13.069,13.253,13.564,13.908,13.738,12.785,13.779,14.109,13.840,13.933,14.036,14.170,14.167,13.767,12.580,13.190,13.866,13.669,13.816,12.506,12.671,13.843,13.502,13.485,13.496,13.764,13.804,13.600,13.752,14.142,13.709,13.570,14.126,13.872,13.920,13.879,12.784,12.618,14.390,13.577,13.740,12.837,13.948,13.707,13.709,13.834,13.714,13.476,12.821,13.525,13.481,13.334,12.578,13.810,12.188,13.526,13.737,14.043,12.415,12.893,12.439,14.377,13.961,13.905,12.815,13.481,13.778,12.982,14.016,12.521,13.543,13.980,13.635,12.737,12.906,13.910,13.923,13.717,14.092,12.852,13.442,13.817,13.215,13.913,13.549,13.587,13.950,13.945,13.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(18:1/18:1/17:1/18:1),16.034,16.220,16.728,16.335,16.310,15.144,16.262,16.222,16.243,16.138,16.152,15.903,16.231,15.818,16.222,16.088,15.947,16.063,16.179,15.296,15.981,15.629,15.932,16.341,15.150,14.437,15.825,14.806,15.337,16.050,16.813,15.376,15.195,15.789,16.332,16.191,15.106,15.966,16.511,15.754,16.407,16.572,16.476,16.437,16.257,15.044,15.646,16.239,16.211,16.210,14.867,15.305,16.134,15.266,15.539,15.433,15.750,15.976,15.859,15.876,16.474,15.770,16.486,16.619,16.519,16.235,16.429,15.420,15.482,16.254,16.011,15.997,15.294,16.342,16.089,15.775,16.280,15.279,15.902,15.320,15.710,16.003,15.475,14.620,15.685,14.639,15.741,16.001,16.239,14.802,15.554,15.045,16.247,16.232,16.077,15.193,15.845,15.737,15.033,16.348,15.032,15.462,16.083,15.748,15.088,14.907,15.848,16.328,15.978,16.217,15.645,15.528,15.591,15.637,15.935,15.351,15.932,15.707,16.160,15.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(18:1/18:1/18:1/16:1),20.047,19.677,19.636,19.953,19.978,18.691,19.816,19.557,19.726,19.784,19.927,19.631,19.906,19.611,19.791,20.121,19.536,19.804,19.843,18.794,19.774,19.448,19.761,19.625,18.755,18.367,19.670,18.444,19.566,19.754,19.869,19.000,18.993,19.477,20.024,19.917,18.523,19.689,19.963,20.044,20.093,20.203,20.334,20.269,20.244,18.585,19.375,19.783,19.803,19.929,18.626,18.578,19.815,19.137,19.424,19.363,19.436,19.821,19.559,19.575,20.170,19.844,20.304,20.212,20.151,20.058,19.978,18.900,18.808,20.144,19.781,19.795,19.049,20.244,19.744,19.234,20.076,19.254,19.484,18.621,19.385,19.682,18.544,18.371,19.384,18.324,19.657,19.787,19.890,18.558,19.083,18.524,20.133,19.670,20.022,18.569,19.523,19.572,18.528,20.054,18.543,19.321,19.771,19.274,18.907,18.768,19.870,19.955,19.843,19.951,19.587,19.230,19.437,19.467,19.821,19.127,19.695,19.590,19.884,19.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(18:1/18:1/18:1/18:1),19.274,19.596,19.400,19.560,19.469,18.264,19.431,18.775,18.860,18.995,19.314,18.960,19.236,18.916,19.435,19.696,18.734,19.152,18.927,18.156,18.866,18.854,18.891,19.036,17.865,17.401,19.111,17.406,18.571,19.437,19.345,18.022,18.059,18.479,19.473,19.210,17.847,18.965,18.961,18.939,19.690,19.774,20.012,19.799,19.597,17.875,18.486,19.302,19.302,19.397,17.839,18.083,19.500,18.108,18.290,18.721,18.623,19.086,18.835,19.153,19.760,18.770,19.749,19.832,19.596,19.757,19.636,18.052,18.435,19.247,19.016,19.321,18.272,19.409,19.124,18.283,19.529,18.132,19.481,18.100,18.379,18.993,17.585,17.422,18.548,17.536,19.087,19.201,19.461,17.589,18.266,17.625,19.425,18.695,19.173,17.874,18.258,18.659,17.894,19.649,17.659,18.465,19.157,19.520,17.903,17.742,19.189,19.253,18.363,19.618,19.252,18.466,18.669,18.712,18.764,18.852,19.198,19.041,19.299,18.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(18:1/18:1/18:1/18:2),20.237,19.734,20.096,19.942,20.012,18.946,19.885,19.613,19.719,19.969,19.967,19.702,20.117,19.521,20.082,20.120,19.955,19.868,20.519,18.989,20.120,20.126,20.117,19.901,19.375,18.830,19.994,18.822,20.136,20.348,19.704,18.913,18.808,19.396,20.036,19.982,18.677,19.710,19.837,19.737,20.235,20.304,20.321,20.330,20.207,18.947,19.495,20.262,20.213,20.253,18.938,18.872,20.410,19.476,19.657,19.988,19.667,20.130,20.090,20.025,20.002,19.981,20.265,20.131,20.170,20.145,19.951,18.913,19.031,20.120,19.947,20.015,19.118,20.528,19.865,19.651,20.321,19.801,20.177,19.149,19.811,20.135,19.490,18.657,20.325,18.876,20.077,20.244,20.518,18.985,19.030,18.458,20.118,19.862,20.062,18.692,19.384,19.624,18.715,20.082,18.622,19.428,19.973,19.662,19.057,18.862,20.325,20.296,20.146,20.183,19.802,20.009,20.117,19.718,20.056,19.913,20.299,20.048,20.466,19.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(18:1/18:1/18:2/18:2)_CoE,19.324,18.974,19.124,18.952,18.876,17.633,19.066,18.877,18.669,18.692,19.526,18.928,19.428,18.947,19.217,19.718,19.370,19.192,19.289,18.337,19.796,19.563,19.644,19.598,18.865,18.236,19.975,18.473,19.448,20.216,18.713,17.817,17.662,18.313,18.575,18.957,17.365,19.021,19.069,18.926,19.388,19.519,19.734,19.520,19.298,17.974,18.973,19.228,19.513,19.351,18.540,17.992,19.869,19.086,19.377,19.697,19.677,19.992,19.735,20.169,19.233,18.857,19.595,19.208,19.184,18.810,19.133,17.604,17.721,19.115,18.966,19.371,18.239,19.767,19.039,18.795,19.590,19.129,19.756,17.952,19.493,19.699,18.936,18.270,19.539,18.627,19.745,19.891,20.032,18.778,17.928,17.441,19.300,19.044,18.752,17.739,18.337,18.838,17.502,19.110,17.565,18.739,19.238,19.283,18.601,18.229,19.322,19.564,19.442,19.523,19.533,19.539,19.663,19.278,19.473,19.513,20.038,19.998,20.107,19.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL(18:1/18:1/19:1/18:1),13.372,13.265,13.417,13.426,13.668,12.468,13.244,12.633,12.482,12.985,13.310,12.594,13.062,12.566,13.181,13.541,13.166,12.997,13.048,12.032,13.051,12.425,12.882,13.306,12.016,11.668,13.030,11.627,12.950,13.300,13.244,12.216,12.049,12.114,13.370,13.269,11.581,12.820,12.947,13.243,13.746,13.803,13.602,13.967,13.359,11.942,12.357,13.049,13.226,13.525,12.256,12.060,13.320,11.770,12.383,12.377,12.227,13.054,12.687,13.050,13.671,12.960,13.916,13.585,13.803,13.269,13.360,12.373,12.676,13.118,12.899,13.251,12.401,13.594,12.747,12.765,13.355,12.398,12.765,11.849,13.031,13.310,12.187,11.664,13.070,12.024,12.778,13.150,13.303,11.844,12.647,11.666,13.196,13.045,13.472,11.584,12.343,12.737,11.602,13.702,11.734,12.258,12.956,13.170,12.158,12.226,13.174,13.370,13.050,13.489,12.928,12.894,12.532,12.415,12.969,13.029,13.185,12.808,13.295,12.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
